,Market,Submarket,Population,Period,Years,CAGR,NOI Cap Rate Comp.,Fixed Interest Rate,Opt. Cash Flow,Mkt Cap Rate Apr. bp,XIRR,Equity Multiple
Melbourne - FL USA - Melbourne,Melbourne - FL,Melbourne,651191.0,2024-12 to 2029-12,5,0.0731785364609514,0.04838653959559251,0.07039999999999999,-0.02201346040440748,92.0,0.16655725021830903,2.135601571715578
Melbourne - FL USA - Port St John/Cocoa West ,Melbourne - FL,Port St John/Cocoa West ,651191.0,2024-12 to 2029-12,5,0.07538799765747717,0.04318099029007883,0.07039999999999999,-0.02721900970992116,92.0,0.16083200714282464,2.1073173574229855
Melbourne - FL USA - South Brevard County,Melbourne - FL,South Brevard County,651191.0,2024-12 to 2029-12,5,0.06935327833084726,0.053958508439416374,0.07039999999999999,-0.016441491560583617,92.0,0.17039639598124157,2.1422769815318117
Melbourne - FL USA - Suburban Melbourne,Melbourne - FL,Suburban Melbourne,651191.0,2024-12 to 2029-12,5,0.07298367370976822,0.04779339450952121,0.07039999999999999,-0.022606605490478777,92.0,0.16470604198261118,2.124957507139553
Melbourne - FL USA - Titusville,Melbourne - FL,Titusville,651191.0,2024-12 to 2029-12,5,0.0839832312018649,0.05314761762749001,0.07039999999999999,-0.017252382372509978,92.0,0.19460349234649188,2.377906203436953
Memphis - TN USA - Collierville,Memphis - TN,Collierville,1338660.0,2024-12 to 2029-12,5,0.07832008502533361,0.09129468383759985,0.07039999999999999,0.02089468383759986,105.0,0.2564642991153556,2.7580236559047555
Memphis - TN USA - Crittenden County,Memphis - TN,Crittenden County,1338660.0,2024-12 to 2029-12,5,0.08527611200152685,0.037067784186074634,0.07039999999999999,-0.033332215813925356,105.0,0.16708257439504015,2.199274615580645
Memphis - TN USA - Downtown Memphis,Memphis - TN,Downtown Memphis,1338660.0,2024-12 to 2029-12,5,0.0732094001632555,0.07956645277211058,0.07039999999999999,0.00916645277211059,105.0,0.22608504472715873,2.5258622518300404
Memphis - TN USA - East Memphis,Memphis - TN,East Memphis,1338660.0,2024-12 to 2029-12,5,0.07845276489908826,0.07703312402948866,0.07039999999999999,0.006633124029488666,105.0,0.23024228262134394,2.581997072783457
Memphis - TN USA - Germantown,Memphis - TN,Germantown,1338660.0,2024-12 to 2029-12,5,0.07801748840494716,0.06970347950708163,0.07039999999999999,-0.0006965204929183649,105.0,0.21497095267787292,2.4830224224029447
Memphis - TN USA - Midtown Memphis,Memphis - TN,Midtown Memphis,1338660.0,2024-12 to 2029-12,5,0.08325406737286789,0.06970852194154147,0.07039999999999999,-0.0006914780584585251,105.0,0.22419683294890103,2.572350232578776
Memphis - TN USA - Millington,Memphis - TN,Millington,1338660.0,2024-12 to 2029-12,5,0.07668772406922808,0.08699884980548309,0.07039999999999999,0.016598849805483096,105.0,0.24627497068915738,2.6768213339982188
Memphis - TN USA - North Memphis,Memphis - TN,North Memphis,1338660.0,2024-12 to 2029-12,5,0.08333239744527732,0.0970838212890559,0.07039999999999999,0.026683821289055915,105.0,0.27524003760858173,2.9158898865885075
Memphis - TN USA - Northeast Memphis,Memphis - TN,Northeast Memphis,1338660.0,2024-12 to 2029-12,5,0.07883200819860803,0.07262548434424414,0.07039999999999999,0.002225484344244147,105.0,0.22173777828422114,2.533318663106095
Memphis - TN USA - Southaven/Olive Branch Area,Memphis - TN,Southaven/Olive Branch Area,1338660.0,2024-12 to 2029-12,5,0.08149169017435298,0.0679935945658514,0.07039999999999999,-0.0024064054341485924,105.0,0.21552575096909798,2.520678146978418
Memphis - TN USA - Southeast Memphis,Memphis - TN,Southeast Memphis,1338660.0,2024-12 to 2029-12,5,0.07746488580906896,0.0712867025390193,0.07039999999999999,0.0008867025390193045,105.0,0.21701182338440006,2.493493461388498
Memphis - TN USA - Tipton County,Memphis - TN,Tipton County,1338660.0,2024-12 to 2029-12,5,0.08148226150694593,0.07911815262708556,0.07039999999999999,0.00871815262708557,105.0,0.23805427872226614,2.6595738928737225
Merced - CA USA - Merced County,Merced - CA,Merced County,291094.0,2024-12 to 2029-12,5,0.07372378062559815,0.05254379339481874,0.07039999999999999,-0.017856206605181252,86.0,0.17551485472081252,2.196616862295744
Miami - FL USA - Aventura,Miami - FL,Aventura,2719413.0,2024-12 to 2029-12,5,0.060791519786928205,0.045606494183830816,0.07039999999999999,-0.024793505816169174,65.0,0.13671203789603337,1.9001547333068876
Miami - FL USA - Coconut Grove,Miami - FL,Coconut Grove,2719413.0,2024-12 to 2029-12,5,0.06026083771289392,0.036577880457160754,0.07039999999999999,-0.03382211954283924,65.0,0.11938604233779104,1.7789057460568305
Miami - FL USA - Coral Gables,Miami - FL,Coral Gables,2719413.0,2024-12 to 2029-12,5,0.05573810771586363,0.044337941622430654,0.07039999999999999,-0.026062058377569336,65.0,0.1259611612121332,1.805070116168023
Miami - FL USA - Downtown Miami,Miami - FL,Downtown Miami,2719413.0,2024-12 to 2029-12,5,0.058146758652809494,0.040612997322495646,0.07039999999999999,-0.029787002677504344,65.0,0.12307167875159819,1.7960825643340026
Miami - FL USA - Hialeah/Miami Lakes,Miami - FL,Hialeah/Miami Lakes,2719413.0,2024-12 to 2029-12,5,0.05549732641132077,0.045484000416043786,0.07039999999999999,-0.024915999583956204,65.0,0.12772599633417592,1.815658538101856
Miami - FL USA - Homestead/South Dade,Miami - FL,Homestead/South Dade,2719413.0,2024-12 to 2029-12,5,0.05541108394203542,0.0518966497078006,0.07039999999999999,-0.01850335029219939,65.0,0.14054467821135952,1.8944788616916766
Miami - FL USA - Kendall,Miami - FL,Kendall,2719413.0,2024-12 to 2029-12,5,0.05625712838075603,0.048060040550906,0.07039999999999999,-0.02233995944909399,65.0,0.13418596975020125,1.8596639920111069
Miami - FL USA - Little Havana,Miami - FL,Little Havana,2719413.0,2024-12 to 2029-12,5,0.05953910678200969,0.04002830915514544,0.07039999999999999,-0.030371690844854547,65.0,0.12460212792770053,1.8106507922972706
Miami - FL USA - Miami Springs/Doral,Miami - FL,Miami Springs/Doral,2719413.0,2024-12 to 2029-12,5,0.05793410545699729,0.04365788075044632,0.07039999999999999,-0.02674211924955367,65.0,0.1286284498481729,1.8308124817041092
Miami - FL USA - North Beach,Miami - FL,North Beach,2719413.0,2024-12 to 2029-12,5,0.044933332170993046,0.05238164661491464,0.07039999999999999,-0.018018353385085353,65.0,0.12161187917459437,1.7412317707848883
Miami - FL USA - North Miami Beach,Miami - FL,North Miami Beach,2719413.0,2024-12 to 2029-12,5,0.06237201819637339,0.03696545407182646,0.07039999999999999,-0.03343454592817353,65.0,0.12404397047379212,1.8172327546339049
Midland - TX USA - Midland ,Midland - TX,Midland ,185668.0,2024-12 to 2029-12,5,0.0641758047835701,0.09241522540415753,0.07039999999999999,0.02201522540415754,102.0,0.23696715645920996,2.5391737315047633
Milwaukee - WI USA - Brown Deer,Milwaukee - WI,Brown Deer,1563081.0,2024-12 to 2029-12,5,0.06571442566908758,0.05972077792088667,0.07039999999999999,-0.010679222079113322,108.0,0.17505506777864732,2.1552303637437884
Milwaukee - WI USA - Central Milwaukee,Milwaukee - WI,Central Milwaukee,1563081.0,2024-12 to 2029-12,5,0.06157289987386516,0.06273642408108437,0.07039999999999999,-0.007663575918915616,108.0,0.17357045107583136,2.1266648922995603
Milwaukee - WI USA - Downtown Milwaukee,Milwaukee - WI,Downtown Milwaukee,1563081.0,2024-12 to 2029-12,5,0.0647256913368548,0.057233364248746456,0.07039999999999999,-0.013166635751253535,108.0,0.16815013166627768,2.108224872564498
Milwaukee - WI USA - Eastern Waukesha County,Milwaukee - WI,Eastern Waukesha County,1563081.0,2024-12 to 2029-12,5,0.06712805816901257,0.0537298264279221,0.07039999999999999,-0.01667017357207789,108.0,0.16540273170294695,2.103197461732583
Milwaukee - WI USA - North Shore,Milwaukee - WI,North Shore,1563081.0,2024-12 to 2029-12,5,0.06301444935586753,0.054119358347054426,0.07039999999999999,-0.016280641652945564,108.0,0.15902962271752763,2.0418981708391706
Milwaukee - WI USA - Northern Ozaukee County,Milwaukee - WI,Northern Ozaukee County,1563081.0,2024-12 to 2029-12,5,0.06469574439518011,0.1054434854476617,0.07039999999999999,0.03504348544766171,108.0,0.26173897824005965,2.7103703389083305
Milwaukee - WI USA - Outlying Waukesha County,Milwaukee - WI,Outlying Waukesha County,1563081.0,2024-12 to 2029-12,5,0.06294345261539802,0.06423203314587571,0.07039999999999999,-0.006167966854124282,108.0,0.17887199657816377,2.167173561021107
Milwaukee - WI USA - Shorewood/Whitefish Bay,Milwaukee - WI,Shorewood/Whitefish Bay,1563081.0,2024-12 to 2029-12,5,0.062414834199028046,0.06236208392215286,0.07039999999999999,-0.00803791607784713,108.0,0.1741637065575219,2.135372428758444
Milwaukee - WI USA - South Milwaukee,Milwaukee - WI,South Milwaukee,1563081.0,2024-12 to 2029-12,5,0.06248797694473862,0.05987961361947172,0.07039999999999999,-0.010520386380528268,108.0,0.1694463732001661,2.105506527575137
Milwaukee - WI USA - Southern Milwaukee County,Milwaukee - WI,Southern Milwaukee County,1563081.0,2024-12 to 2029-12,5,0.06529042281018271,0.052354072532791035,0.07039999999999999,-0.018045927467208955,108.0,0.15981248264746717,2.056315352678185
Milwaukee - WI USA - Southern Ozaukee County,Milwaukee - WI,Southern Ozaukee County,1563081.0,2024-12 to 2029-12,5,0.06834911299878654,0.06646918559495121,0.07039999999999999,-0.003930814405048777,108.0,0.19245846271115852,2.282277785984987
Milwaukee - WI USA - Washington County,Milwaukee - WI,Washington County,1563081.0,2024-12 to 2029-12,5,0.06226435568970001,0.05738727967894458,0.07039999999999999,-0.01301272032105541,108.0,0.16428908008436371,2.070791645162725
Milwaukee - WI USA - Wauwatosa/West Allis,Milwaukee - WI,Wauwatosa/West Allis,1563081.0,2024-12 to 2029-12,5,0.06459546001537864,0.05826657771533731,0.07039999999999999,-0.01213342228466268,108.0,0.1694440482072066,2.1190484817350512
Minneapolis - MN USA - Anoka Northern Suburbs,Minneapolis - MN,Anoka Northern Suburbs,3764348.0,2024-12 to 2029-12,5,0.06995146327716806,0.06249745839435597,0.07039999999999999,-0.00790254160564402,115.0,0.18772376677049674,2.258802357042664
Minneapolis - MN USA - Apple Valley/Lakeville/Hastings,Minneapolis - MN,Apple Valley/Lakeville/Hastings,3764348.0,2024-12 to 2029-12,5,0.07180742993115108,0.03917347437677269,0.07039999999999999,-0.0312265256232273,115.0,0.14651740393014734,1.997762624233181
Minneapolis - MN USA - Bloomington West,Minneapolis - MN,Bloomington West,3764348.0,2024-12 to 2029-12,5,0.07340387220683597,0.04318533697586965,0.07039999999999999,-0.027214663024130344,115.0,0.1568790135430156,2.074324290214266
Minneapolis - MN USA - Carver County,Minneapolis - MN,Carver County,3764348.0,2024-12 to 2029-12,5,0.07243910253812746,0.05169389474095799,0.07039999999999999,-0.018706105259042004,115.0,0.17047101717291557,2.164700201551198
Minneapolis - MN USA - Coon Rapids/Fridley/Blaine,Minneapolis - MN,Coon Rapids/Fridley/Blaine,3764348.0,2024-12 to 2029-12,5,0.07448850247332461,0.04643518060353998,0.07039999999999999,-0.02396481939646001,115.0,0.1653653938644153,2.132982580123449
Minneapolis - MN USA - Dayton/Champlin/Brooklyn Park,Minneapolis - MN,Dayton/Champlin/Brooklyn Park,3764348.0,2024-12 to 2029-12,5,0.07324296428366317,0.07206159532669106,0.07039999999999999,0.001661595326691065,115.0,0.2115242706092617,2.432608142884947
Minneapolis - MN USA - Downtown Minneapolis,Minneapolis - MN,Downtown Minneapolis,3764348.0,2024-12 to 2029-12,5,0.07400824504653158,0.04890771232521825,0.07039999999999999,-0.021492287674781743,115.0,0.16892939059273715,2.155894512026694
Minneapolis - MN USA - Downtown St Paul,Minneapolis - MN,Downtown St Paul,3764348.0,2024-12 to 2029-12,5,0.07170259763330655,0.04509037073944266,0.07039999999999999,-0.025309629260557333,115.0,0.1574294077748719,2.06999485972955
Minneapolis - MN USA - Eagan/Burnsville/Inver Grove Heights,Minneapolis - MN,Eagan/Burnsville/Inver Grove Heights,3764348.0,2024-12 to 2029-12,5,0.07812660857708353,0.045856720545589064,0.07039999999999999,-0.024543279454410927,115.0,0.17031208928610297,2.186780429892374
Minneapolis - MN USA - Eden Prairie,Minneapolis - MN,Eden Prairie,3764348.0,2024-12 to 2029-12,5,0.08058753278766573,0.04295903878893611,0.07039999999999999,-0.02744096121106388,115.0,0.1698566346328576,2.1923107023181205
Minneapolis - MN USA - Edina,Minneapolis - MN,Edina,3764348.0,2024-12 to 2029-12,5,0.07852154929325139,0.05111148885966021,0.07039999999999999,-0.019288511140339783,115.0,0.18123616490831118,2.259139847752322
Minneapolis - MN USA - Hennepin Far Western Suburbs,Minneapolis - MN,Hennepin Far Western Suburbs,3764348.0,2024-12 to 2029-12,5,0.07549297335803096,0.050488960575113644,0.07039999999999999,-0.019911039424886347,115.0,0.1745475735347104,2.2004222575751173
Minneapolis - MN USA - Maple Grove/Golden Valley/Plymouth,Minneapolis - MN,Maple Grove/Golden Valley/Plymouth,3764348.0,2024-12 to 2029-12,5,0.07661607834647954,0.04671242124762041,0.07039999999999999,-0.023687578752379583,115.0,0.1693053984988555,2.172037600518129
Minneapolis - MN USA - Maplewood/East Ramsey County,Minneapolis - MN,Maplewood/East Ramsey County,3764348.0,2024-12 to 2029-12,5,0.07502208026461976,0.0519903690688063,0.07039999999999999,-0.018409630931193688,115.0,0.17671403440529088,2.2113215378319593
Minneapolis - MN USA - Northeast Minneapolis,Minneapolis - MN,Northeast Minneapolis,3764348.0,2024-12 to 2029-12,5,0.0745694913060364,0.04600510890656224,0.07039999999999999,-0.024394891093437752,115.0,0.164560667423987,2.1289562921247622
Minneapolis - MN USA - Outlying St Paul,Minneapolis - MN,Outlying St Paul,3764348.0,2024-12 to 2029-12,5,0.06716357428777608,0.050193187351233966,0.07039999999999999,-0.020206812648766025,115.0,0.15882067832586166,2.0595652188068883
Minneapolis - MN USA - Pierce Far Eastern Suburbs,Minneapolis - MN,Pierce Far Eastern Suburbs,3764348.0,2024-12 to 2029-12,5,0.07428839823916267,0.08416046902952631,0.07039999999999999,0.013760469029526323,115.0,0.23750501553502845,2.601215867257805
Minneapolis - MN USA - Richfield/Bloomington East,Minneapolis - MN,Richfield/Bloomington East,3764348.0,2024-12 to 2029-12,5,0.07529233648821032,0.04444743617443692,0.07039999999999999,-0.025952563825563067,115.0,0.16298356333401243,2.1215490020021743
Minneapolis - MN USA - Scott Far Western Suburbs,Minneapolis - MN,Scott Far Western Suburbs,3764348.0,2024-12 to 2029-12,5,0.07897033975298462,0.042659742801991085,0.07039999999999999,-0.027740257198008905,115.0,0.16644493035120433,2.1610898163985937
Minneapolis - MN USA - Sherburne County,Minneapolis - MN,Sherburne County,3764348.0,2024-12 to 2029-12,5,0.07647743397484197,0.06009765301790231,0.07039999999999999,-0.010302346982097678,115.0,0.1947831577108048,2.337025207384264
Minneapolis - MN USA - South Minneapolis,Minneapolis - MN,South Minneapolis,3764348.0,2024-12 to 2029-12,5,0.0741775158225173,0.051342717112907686,0.07039999999999999,-0.019057282887092304,115.0,0.17390142225787875,2.189148245033247
Minneapolis - MN USA - St Croix Far Eastern Suburbs,Minneapolis - MN,St Croix Far Eastern Suburbs,3764348.0,2024-12 to 2029-12,5,0.06344764551037652,0.04308846830262357,0.07039999999999999,-0.02731153169737642,115.0,0.1383231169468937,1.9109320316950251
Minneapolis - MN USA - St Louis Park/Hopkins,Minneapolis - MN,St Louis Park/Hopkins,3764348.0,2024-12 to 2029-12,5,0.07799831988534023,0.04752776092025118,0.07039999999999999,-0.022872239079748807,115.0,0.17356910492919342,2.2055023565682665
Minneapolis - MN USA - University,Minneapolis - MN,University,3764348.0,2024-12 to 2029-12,5,0.0729946591190187,0.046467672410731596,0.07039999999999999,-0.023932327589268394,115.0,0.1625329079020057,2.108567996081576
Minneapolis - MN USA - Uptown/West Calhoun/Bryn Mawr,Minneapolis - MN,Uptown/West Calhoun/Bryn Mawr,3764348.0,2024-12 to 2029-12,5,0.07206089168118779,0.044627742713159224,0.07039999999999999,-0.025772257286840766,115.0,0.15736652051678335,2.0701240462008794
Minneapolis - MN USA - Washington Far Eastern Suburbs,Minneapolis - MN,Washington Far Eastern Suburbs,3764348.0,2024-12 to 2029-12,5,0.08142964417983878,0.04800791881002883,0.07039999999999999,-0.022392081189971158,115.0,0.1805662055184678,2.269796319012694
Minneapolis - MN USA - West Bank/Central Minneapolis,Minneapolis - MN,West Bank/Central Minneapolis,3764348.0,2024-12 to 2029-12,5,0.07124901603618206,0.044128858019255014,0.07039999999999999,-0.026271141980744976,115.0,0.15486640954352304,2.050502951187285
Minneapolis - MN USA - West Ramsey County,Minneapolis - MN,West Ramsey County,3764348.0,2024-12 to 2029-12,5,0.07907332554162472,0.05019652924111983,0.07039999999999999,-0.02020347075888016,115.0,0.1806672102078073,2.257044698365004
Minneapolis - MN USA - West Side,Minneapolis - MN,West Side,3764348.0,2024-12 to 2029-12,5,0.07315326862427818,0.04532147130678649,0.07039999999999999,-0.025078528693213503,115.0,0.1605957151473052,2.0968692841752947
Minneapolis - MN USA - West St Paul,Minneapolis - MN,West St Paul,3764348.0,2024-12 to 2029-12,5,0.07634197911537144,0.04029285686390144,0.07039999999999999,-0.030107143136098552,115.0,0.15712989104962105,2.0871921738514687
Minneapolis - MN USA - Wright Far Western Suburbs,Minneapolis - MN,Wright Far Western Suburbs,3764348.0,2024-12 to 2029-12,5,0.07527401950050172,0.04803577235699122,0.07039999999999999,-0.02236422764300877,115.0,0.17010764264170053,2.166097109821108
Missoula - MT USA - Downtown Missoula ,Missoula - MT,Downtown Missoula ,123036.0,2024-12 to 2029-12,5,0.06656867901258123,0.06250448100074342,0.07039999999999999,-0.00789551899925657,120.0,0.18224476248150956,2.203822751810282
Mobile - AL USA - Downtown Mobile,Mobile - AL,Downtown Mobile,413012.0,2024-12 to 2029-12,5,0.06656431754637815,0.058944274126653186,0.07039999999999999,-0.011455725873346805,92.0,0.17476302646174924,2.1592496163295047
Mobile - AL USA - Saraland,Mobile - AL,Saraland,413012.0,2024-12 to 2029-12,5,0.06550898143287553,0.07272189999499011,0.07039999999999999,0.0023218999949901203,92.0,0.20020704748009344,2.314433079146466
Mobile - AL USA - West Mobile,Mobile - AL,West Mobile,413012.0,2024-12 to 2029-12,5,0.0680015462766248,0.06850737664669784,0.07039999999999999,-0.0018926233533021475,92.0,0.19588293723107153,2.3020990569607376
Modesto - CA USA - Ceres/Keyes,Modesto - CA,Ceres/Keyes,552153.0,2024-12 to 2029-12,5,0.06490605639749503,0.043055561042651354,0.07039999999999999,-0.027344438957348637,86.0,0.14066053204524076,1.9339007470211864
Modesto - CA USA - Northeast,Modesto - CA,Northeast,552153.0,2024-12 to 2029-12,5,0.0728845320127347,0.05266991225967849,0.07039999999999999,-0.017730087740321497,86.0,0.17380884562168064,2.1842716560691784
Modesto - CA USA - Salida/Riverbank,Modesto - CA,Salida/Riverbank,552153.0,2024-12 to 2029-12,5,0.06737684980606673,0.03744904237754758,0.07039999999999999,-0.03295095762245241,86.0,0.13478649894921402,1.9037223908556642
Modesto - CA USA - Turlock,Modesto - CA,Turlock,552153.0,2024-12 to 2029-12,5,0.07034706894425735,0.06377964859709377,0.07039999999999999,-0.006620351402906219,86.0,0.19064796581822918,2.2813153318726593
Montgomery - AL USA - Downtown Montgomery,Montgomery - AL,Downtown Montgomery,388862.0,2024-12 to 2029-12,5,0.06787935315740601,0.07100659452290194,0.07039999999999999,0.0006065945229019459,92.0,0.20069456449430612,2.3313525226792278
Montgomery - AL USA - East Montgomery,Montgomery - AL,East Montgomery,388862.0,2024-12 to 2029-12,5,0.06703270457490151,0.07285208795816221,0.07039999999999999,0.002452087958162222,92.0,0.20266457958985984,2.340680349665022
Montgomery - AL USA - South Montgomery,Montgomery - AL,South Montgomery,388862.0,2024-12 to 2029-12,5,0.0656869932641102,0.07944207500740444,0.07039999999999999,0.009042075007404449,92.0,0.2133195338009879,2.4013042793856374
Muncie - IN USA - North Muncie,Muncie - IN,North Muncie,110979.0,2024-12 to 2029-12,5,0.06627562988932656,0.07421154288508741,0.07039999999999999,0.003811542885087421,120.0,0.20432427514066887,2.345423330448309
Muskegon - MI USA - Muskegon Heights,Muskegon - MI,Muskegon Heights,176897.0,2024-12 to 2029-12,5,0.05853014559478331,0.09168292091548927,0.07039999999999999,0.02128292091548928,120.0,0.2276356322190214,2.4404689787063374
Muskegon - MI USA - Muskegon/Norton Shores,Muskegon - MI,Muskegon/Norton Shores,176897.0,2024-12 to 2029-12,5,0.06846389221319882,0.08848489547880575,0.07039999999999999,0.018084895478805763,120.0,0.23481457203812095,2.5593436332073924
Myrtle Beach - SC USA - Brunswick County,Myrtle Beach - SC,Brunswick County,572044.0,2024-12 to 2029-12,5,0.06628646058892773,0.05192471214742531,0.07039999999999999,-0.018475287852574677,92.0,0.16082101775636204,2.067012952364986
Myrtle Beach - SC USA - Myrtle Beach,Myrtle Beach - SC,Myrtle Beach,572044.0,2024-12 to 2029-12,5,0.06965197577930127,0.051349267672788045,0.07039999999999999,-0.019050732327211946,92.0,0.16500245217120368,2.114546521411569
Myrtle Beach - SC USA - North Myrtle Beach,Myrtle Beach - SC,North Myrtle Beach,572044.0,2024-12 to 2029-12,5,0.06610638738992725,0.06581507665215754,0.07039999999999999,-0.004584923347842454,92.0,0.18580482557780598,2.2377337480310358
Myrtle Beach - SC USA - South Horry County,Myrtle Beach - SC,South Horry County,572044.0,2024-12 to 2029-12,5,0.06782801184180776,0.05053547407927607,0.07039999999999999,-0.01986452592072392,92.0,0.16056176541210898,2.0746290216221044
Napa - CA USA - American Canyon,Napa - CA,American Canyon,133846.0,2024-12 to 2029-12,5,0.0760585547127679,0.04742357599781969,0.07039999999999999,-0.0229764240021803,86.0,0.16861497433156591,2.1715736901188816
Napa - CA USA - Napa,Napa - CA,Napa,133846.0,2024-12 to 2029-12,5,0.07011087105781177,0.04955063001459014,0.07039999999999999,-0.02084936998540985,86.0,0.1628915038047447,2.099579195191641
Naples - FL USA - Central Naples,Naples - FL,Central Naples,406622.0,2024-12 to 2029-12,5,0.07522331782005853,0.050265627081029406,0.07039999999999999,-0.020134372918970585,92.0,0.17221702633981972,2.193123128839831
Naples - FL USA - East Naples,Naples - FL,East Naples,406622.0,2024-12 to 2029-12,5,0.07669599215608147,0.044071655109286074,0.07039999999999999,-0.026328344890713916,92.0,0.16322134693350066,2.1403702934238202
Naples - FL USA - Golden Gate,Naples - FL,Golden Gate,406622.0,2024-12 to 2029-12,5,0.07790470730551124,0.04670356948524362,0.07039999999999999,-0.023696430514756367,92.0,0.1718465465653729,2.19362002166325
Naples - FL USA - North Collier County ,Naples - FL,North Collier County ,406622.0,2024-12 to 2029-12,5,0.0748989594695828,0.056415744175178036,0.07039999999999999,-0.013984255824821955,92.0,0.1848415144423856,2.2645837282816386
Naples - FL USA - North Naples,Naples - FL,North Naples,406622.0,2024-12 to 2029-12,5,0.07226218063407108,0.042626697860418415,0.07039999999999999,-0.027773302139581575,92.0,0.15386109806947013,2.0484358263216675
Nashville - TN USA - Bellevue,Nashville - TN,Bellevue,2134320.0,2024-12 to 2029-12,5,0.071582760646689,0.040591966671988854,0.07039999999999999,-0.029808033328011137,81.0,0.14868381954822762,2.011789200316508
Nashville - TN USA - Donelson/Hermitage,Nashville - TN,Donelson/Hermitage,2134320.0,2024-12 to 2029-12,5,0.07291831618508904,0.03679124418194629,0.07039999999999999,-0.0336087558180537,81.0,0.14329486145527115,1.9863478856133039
Nashville - TN USA - Downtown Nashville,Nashville - TN,Downtown Nashville,2134320.0,2024-12 to 2029-12,5,0.06796255331822154,0.03540263015869722,0.07039999999999999,-0.03499736984130277,81.0,0.13154780145041167,1.8876556342417659
Nashville - TN USA - Madison/Rivergate,Nashville - TN,Madison/Rivergate,2134320.0,2024-12 to 2029-12,5,0.06984864083077635,0.03313095028884147,0.07039999999999999,-0.03726904971115852,81.0,0.13025910152862874,1.8900368944536523
Nashville - TN USA - Maury County,Nashville - TN,Maury County,2134320.0,2024-12 to 2029-12,5,0.06710891601100877,0.04536583758682682,0.07039999999999999,-0.025034162413173168,81.0,0.14924573939263164,1.9983373228604928
Nashville - TN USA - Murfreesboro,Nashville - TN,Murfreesboro,2134320.0,2024-12 to 2029-12,5,0.07031245636098804,0.04668503429563434,0.07039999999999999,-0.023714965704365654,81.0,0.15769115988100957,2.067064828202095
Nashville - TN USA - Outlying Northeast,Nashville - TN,Outlying Northeast,2134320.0,2024-12 to 2029-12,5,0.08757910178731398,0.05060687686718748,0.07039999999999999,-0.019793123132812514,81.0,0.19627566163295285,2.4086189806421334
Nashville - TN USA - Outlying West,Nashville - TN,Outlying West,2134320.0,2024-12 to 2029-12,5,0.06728719613499279,0.07483013830704967,0.07039999999999999,0.0044301383070496775,81.0,0.20713022398874137,2.369531715476519
Nashville - TN USA - Robertson County,Nashville - TN,Robertson County,2134320.0,2024-12 to 2029-12,5,0.07107128672649088,0.04034259438792908,0.07039999999999999,-0.03005740561207091,81.0,0.14534978516917585,2.000249919566075
Nashville - TN USA - Smyrna/La Vergne,Nashville - TN,Smyrna/La Vergne,2134320.0,2024-12 to 2029-12,5,0.0702093015670533,0.04487682739854026,0.07039999999999999,-0.025523172601459733,81.0,0.1543997291363186,2.042770406872407
Nashville - TN USA - Southeast Nashville,Nashville - TN,Southeast Nashville,2134320.0,2024-12 to 2029-12,5,0.06829936050012142,0.03913741802770339,0.07039999999999999,-0.0312625819722966,81.0,0.13984241939877862,1.9398205940004574
Nashville - TN USA - Sumner County,Nashville - TN,Sumner County,2134320.0,2024-12 to 2029-12,5,0.06811020583219918,0.04515583296797979,0.07039999999999999,-0.025244167032020197,81.0,0.14980986761068693,2.011972238234593
Nashville - TN USA - West End Nashville,Nashville - TN,West End Nashville,2134320.0,2024-12 to 2029-12,5,0.07099196643577321,0.03827978888611099,0.07039999999999999,-0.032120211113889,81.0,0.14296282251903025,1.9731601723318308
Nashville - TN USA - West Nashville,Nashville - TN,West Nashville,2134320.0,2024-12 to 2029-12,5,0.07033194147221744,0.040113063848465316,0.07039999999999999,-0.030286936151534674,81.0,0.14509323442897348,1.9852348449079396
Nashville - TN USA - Williamson County,Nashville - TN,Williamson County,2134320.0,2024-12 to 2029-12,5,0.07072248784917434,0.043078538701538965,0.07039999999999999,-0.027321461298461025,81.0,0.15165150503776226,2.0287149851567765
Nashville - TN USA - Wilson County,Nashville - TN,Wilson County,2134320.0,2024-12 to 2029-12,5,0.0702158588555688,0.044743533415878625,0.07039999999999999,-0.025656466584121365,81.0,0.15401684460523613,2.041211758342288
New Haven - CT USA - Cheshire,New Haven - CT,Cheshire,861982.0,2024-12 to 2029-12,5,0.07903456538745535,0.04502210541768576,0.07039999999999999,-0.02537789458231423,118.0,0.17076734607060318,2.1917075476485124
New Haven - CT USA - Milford/Orange,New Haven - CT,Milford/Orange,861982.0,2024-12 to 2029-12,5,0.05597398385953323,0.17004461464749918,0.07039999999999999,0.09964461464749919,118.0,0.38834058841914243,3.380068013462468
New Haven - CT USA - New Haven,New Haven - CT,New Haven,861982.0,2024-12 to 2029-12,5,0.06961272820036624,0.05585339782698147,0.07039999999999999,-0.014546602173018522,118.0,0.17454430903920692,2.1702059620850624
New Haven - CT USA - North Haven,New Haven - CT,North Haven,861982.0,2024-12 to 2029-12,5,0.06666382631773549,0.06077704234760636,0.07039999999999999,-0.009622957652393634,118.0,0.17892876791985102,2.1837691254480727
New Orleans - LA USA - Bywater ,New Orleans - LA,Bywater ,1252102.0,2024-12 to 2029-12,5,0.055339928727058174,0.09123582881821617,0.07039999999999999,0.020835828818216176,78.0,0.22113363549218246,2.3851151705609404
